Model_ID,Model_Name,Model_Type,Model_Version,Date,Daily_Volume,Performance_Metrics,Company_Name
2400,Model 25,Classification,1,5/5/2023,1068,"[0.74, 0.91, 0.95]",Nationwide
2401,Model 25,Classification,2,5/5/2023,4199,"[0.88, 0.95, 0.83]",Nationwide
2402,Model 25,Classification,1,5/6/2023,2505,"[0.86, 0.89, 0.74]",Nationwide
2403,Model 25,Classification,2,5/6/2023,4300,"[0.88, 0.92, 0.86]",Nationwide
2404,Model 25,Classification,1,5/7/2023,1434,"[0.89, 0.78, 0.86]",Nationwide
2405,Model 25,Classification,2,5/7/2023,1219,"[0.78, 0.87, 0.79]",Nationwide
2406,Model 25,Classification,1,5/8/2023,2449,"[0.7, 0.84, 0.7]",Nationwide
2407,Model 25,Classification,2,5/8/2023,1029,"[0.76, 0.72, 0.9]",Nationwide
2408,Model 25,Classification,1,5/9/2023,2903,"[0.88, 0.9, 0.73]",Nationwide
2409,Model 25,Classification,2,5/9/2023,4403,"[0.79, 0.8, 0.76]",Nationwide
2410,Model 25,Classification,1,5/10/2023,4797,"[0.92, 0.78, 0.85]",Nationwide
2411,Model 25,Classification,2,5/10/2023,3491,"[0.85, 0.93, 0.76]",Nationwide
2412,Model 25,Classification,1,5/11/2023,2265,"[0.82, 0.88, 0.82]",Nationwide
2413,Model 25,Classification,2,5/11/2023,3588,"[0.94, 0.9, 0.92]",Nationwide
2414,Model 25,Classification,1,5/12/2023,2532,"[0.94, 0.93, 0.79]",Nationwide
2415,Model 25,Classification,2,5/12/2023,1113,"[0.78, 0.79, 0.92]",Nationwide
2416,Model 25,Classification,1,5/13/2023,2999,"[0.8, 0.74, 0.88]",Nationwide
2417,Model 25,Classification,2,5/13/2023,2127,"[0.7, 0.73, 0.73]",Nationwide
2418,Model 25,Classification,1,5/14/2023,4152,"[0.94, 0.84, 0.91]",Nationwide
2419,Model 25,Classification,2,5/14/2023,4626,"[0.73, 0.88, 0.72]",Nationwide
2420,Model 25,Classification,1,5/15/2023,1459,"[0.86, 0.87, 0.73]",Nationwide
2421,Model 25,Classification,2,5/15/2023,3951,"[0.73, 0.73, 0.81]",Nationwide
2422,Model 25,Classification,1,5/16/2023,2748,"[0.82, 0.72, 0.92]",Nationwide
2423,Model 25,Classification,2,5/16/2023,4210,"[0.74, 0.82, 0.81]",Nationwide
2424,Model 25,Classification,1,5/17/2023,4921,"[0.81, 0.8, 0.86]",Nationwide
2425,Model 25,Classification,2,5/17/2023,2315,"[0.75, 0.74, 0.83]",Nationwide
2426,Model 25,Classification,1,5/18/2023,2089,"[0.74, 0.78, 0.78]",Nationwide
2427,Model 25,Classification,2,5/18/2023,2026,"[0.7, 0.81, 0.73]",Nationwide
2428,Model 25,Classification,1,5/19/2023,2497,"[0.88, 0.76, 0.94]",Nationwide
2429,Model 25,Classification,2,5/19/2023,2837,"[0.7, 0.78, 0.86]",Nationwide
2430,Model 25,Classification,1,5/20/2023,1388,"[0.89, 0.74, 0.71]",Nationwide
2431,Model 25,Classification,2,5/20/2023,1323,"[0.78, 0.79, 0.88]",Nationwide
2432,Model 25,Classification,1,5/21/2023,3982,"[0.78, 0.72, 0.83]",Nationwide
2433,Model 25,Classification,2,5/21/2023,4046,"[0.81, 0.79, 0.71]",Nationwide
2434,Model 25,Classification,1,5/22/2023,2298,"[0.91, 0.75, 0.82]",Nationwide
2435,Model 25,Classification,2,5/22/2023,2443,"[0.8, 0.72, 0.78]",Nationwide
2436,Model 25,Classification,1,5/23/2023,1704,"[0.73, 0.78, 0.87]",Nationwide
2437,Model 25,Classification,2,5/23/2023,4799,"[0.93, 0.77, 0.88]",Nationwide
2438,Model 25,Classification,1,5/24/2023,4569,"[0.76, 0.77, 0.94]",Nationwide
2439,Model 25,Classification,2,5/24/2023,4602,"[0.93, 0.74, 0.93]",Nationwide
2440,Model 26,Classification,1,3/27/2022,2360,"[0.87, 0.87, 0.72]",Liberty Mutual
2441,Model 26,Classification,2,3/27/2022,3598,"[0.78, 0.77, 0.75]",Liberty Mutual
2442,Model 26,Classification,3,3/27/2022,1155,"[0.73, 0.7, 0.88]",Liberty Mutual
2443,Model 26,Classification,1,3/28/2022,2052,"[0.88, 0.79, 0.93]",Liberty Mutual
2444,Model 26,Classification,2,3/28/2022,4180,"[0.77, 0.73, 0.95]",Liberty Mutual
2445,Model 26,Classification,3,3/28/2022,3854,"[0.83, 0.74, 0.77]",Liberty Mutual
2446,Model 26,Classification,1,3/29/2022,3762,"[0.72, 0.95, 0.81]",Liberty Mutual
2447,Model 26,Classification,2,3/29/2022,3805,"[0.71, 0.76, 0.91]",Liberty Mutual
2448,Model 26,Classification,3,3/29/2022,2708,"[0.85, 0.92, 0.82]",Liberty Mutual
2449,Model 26,Classification,1,3/30/2022,3373,"[0.92, 0.86, 0.92]",Liberty Mutual
2450,Model 26,Classification,2,3/30/2022,3733,"[0.77, 0.76, 0.89]",Liberty Mutual
2451,Model 26,Classification,3,3/30/2022,3924,"[0.83, 0.95, 0.81]",Liberty Mutual
2452,Model 26,Classification,1,3/31/2022,2205,"[0.8, 0.72, 0.8]",Liberty Mutual
2453,Model 26,Classification,2,3/31/2022,3830,"[0.91, 0.77, 0.88]",Liberty Mutual
2454,Model 26,Classification,3,3/31/2022,4918,"[0.89, 0.79, 0.77]",Liberty Mutual
2455,Model 26,Classification,1,4/1/2022,2472,"[0.81, 0.8, 0.83]",Liberty Mutual
2456,Model 26,Classification,2,4/1/2022,3503,"[0.9, 0.78, 0.73]",Liberty Mutual
2457,Model 26,Classification,3,4/1/2022,2398,"[0.76, 0.77, 0.84]",Liberty Mutual
2458,Model 26,Classification,1,4/2/2022,3306,"[0.79, 0.86, 0.83]",Liberty Mutual
2459,Model 26,Classification,2,4/2/2022,1408,"[0.84, 0.78, 0.89]",Liberty Mutual
2460,Model 26,Classification,3,4/2/2022,1575,"[0.71, 0.91, 0.83]",Liberty Mutual
2461,Model 26,Classification,1,4/3/2022,2428,"[0.73, 0.8, 0.86]",Liberty Mutual
2462,Model 26,Classification,2,4/3/2022,3290,"[0.84, 0.76, 0.8]",Liberty Mutual
2463,Model 26,Classification,3,4/3/2022,3929,"[0.74, 0.75, 0.79]",Liberty Mutual
2464,Model 26,Classification,1,4/4/2022,1052,"[0.84, 0.88, 0.76]",Liberty Mutual
2465,Model 26,Classification,2,4/4/2022,4997,"[0.84, 0.92, 0.75]",Liberty Mutual
2466,Model 26,Classification,3,4/4/2022,4939,"[0.74, 0.95, 0.92]",Liberty Mutual
2467,Model 26,Classification,1,4/5/2022,2841,"[0.94, 0.85, 0.7]",Liberty Mutual
2468,Model 26,Classification,2,4/5/2022,3900,"[0.86, 0.75, 0.8]",Liberty Mutual
2469,Model 26,Classification,3,4/5/2022,3279,"[0.86, 0.9, 0.85]",Liberty Mutual
2470,Model 26,Classification,1,4/6/2022,2528,"[0.83, 0.89, 0.81]",Liberty Mutual
2471,Model 26,Classification,2,4/6/2022,3536,"[0.92, 0.93, 0.79]",Liberty Mutual
2472,Model 26,Classification,3,4/6/2022,3822,"[0.8, 0.92, 0.91]",Liberty Mutual
2473,Model 26,Classification,1,4/7/2022,4801,"[0.9, 0.82, 0.91]",Liberty Mutual
2474,Model 26,Classification,2,4/7/2022,1725,"[0.83, 0.92, 0.83]",Liberty Mutual
2475,Model 26,Classification,3,4/7/2022,1621,"[0.76, 0.81, 0.85]",Liberty Mutual
2476,Model 26,Classification,1,4/8/2022,1827,"[0.88, 0.79, 0.71]",Liberty Mutual
2477,Model 26,Classification,2,4/8/2022,3063,"[0.85, 0.77, 0.76]",Liberty Mutual
2478,Model 26,Classification,3,4/8/2022,4079,"[0.9, 0.89, 0.93]",Liberty Mutual
2479,Model 26,Classification,1,4/9/2022,4224,"[0.89, 0.91, 0.92]",Liberty Mutual
2480,Model 26,Classification,2,4/9/2022,1216,"[0.74, 0.95, 0.86]",Liberty Mutual
2481,Model 26,Classification,3,4/9/2022,2743,"[0.88, 0.74, 0.88]",Liberty Mutual
2482,Model 26,Classification,1,4/10/2022,3170,"[0.91, 0.91, 0.8]",Liberty Mutual
2483,Model 26,Classification,2,4/10/2022,4216,"[0.75, 0.89, 0.94]",Liberty Mutual
2484,Model 26,Classification,3,4/10/2022,4338,"[0.91, 0.78, 0.77]",Liberty Mutual
2485,Model 26,Classification,1,4/11/2022,4501,"[0.92, 0.91, 0.78]",Liberty Mutual
2486,Model 26,Classification,2,4/11/2022,1651,"[0.84, 0.72, 0.91]",Liberty Mutual
2487,Model 26,Classification,3,4/11/2022,3072,"[0.81, 0.74, 0.78]",Liberty Mutual
2488,Model 26,Classification,1,4/12/2022,2515,"[0.81, 0.94, 0.77]",Liberty Mutual
2489,Model 26,Classification,2,4/12/2022,4162,"[0.76, 0.84, 0.77]",Liberty Mutual
2490,Model 26,Classification,3,4/12/2022,2929,"[0.92, 0.81, 0.92]",Liberty Mutual
2491,Model 26,Classification,1,4/13/2022,1878,"[0.9, 0.83, 0.73]",Liberty Mutual
2492,Model 26,Classification,2,4/13/2022,1689,"[0.74, 0.93, 0.71]",Liberty Mutual
2493,Model 26,Classification,3,4/13/2022,3979,"[0.92, 0.88, 0.78]",Liberty Mutual
2494,Model 26,Classification,1,4/14/2022,4007,"[0.77, 0.73, 0.88]",Liberty Mutual
2495,Model 26,Classification,2,4/14/2022,4157,"[0.95, 0.89, 0.77]",Liberty Mutual
2496,Model 26,Classification,3,4/14/2022,4537,"[0.87, 0.82, 0.83]",Liberty Mutual
2497,Model 26,Classification,1,4/15/2022,2691,"[0.88, 0.82, 0.71]",Liberty Mutual
2498,Model 26,Classification,2,4/15/2022,1840,"[0.95, 0.86, 0.86]",Liberty Mutual
2499,Model 26,Classification,3,4/15/2022,3583,"[0.89, 0.79, 0.95]",Liberty Mutual
2500,Model 26,Classification,1,4/16/2022,4926,"[0.8, 0.81, 0.75]",Liberty Mutual
2501,Model 26,Classification,2,4/16/2022,4881,"[0.77, 0.85, 0.87]",Liberty Mutual
2502,Model 26,Classification,3,4/16/2022,3945,"[0.92, 0.9, 0.93]",Liberty Mutual
2503,Model 26,Classification,1,4/17/2022,1551,"[0.81, 0.93, 0.82]",Liberty Mutual
2504,Model 26,Classification,2,4/17/2022,3709,"[0.95, 0.85, 0.94]",Liberty Mutual
2505,Model 26,Classification,3,4/17/2022,1581,"[0.91, 0.74, 0.87]",Liberty Mutual
2506,Model 26,Classification,1,4/18/2022,4123,"[0.71, 0.92, 0.84]",Liberty Mutual
2507,Model 26,Classification,2,4/18/2022,2789,"[0.77, 0.72, 0.82]",Liberty Mutual
2508,Model 26,Classification,3,4/18/2022,4800,"[0.9, 0.88, 0.76]",Liberty Mutual
2509,Model 26,Classification,1,4/19/2022,2938,"[0.73, 0.78, 0.8]",Liberty Mutual
2510,Model 26,Classification,2,4/19/2022,3519,"[0.82, 0.76, 0.9]",Liberty Mutual
2511,Model 26,Classification,3,4/19/2022,2588,"[0.93, 0.83, 0.92]",Liberty Mutual
2512,Model 26,Classification,1,4/20/2022,1881,"[0.72, 0.76, 0.83]",Liberty Mutual
2513,Model 26,Classification,2,4/20/2022,3991,"[0.74, 0.75, 0.87]",Liberty Mutual
2514,Model 26,Classification,3,4/20/2022,3908,"[0.88, 0.87, 0.82]",Liberty Mutual
2515,Model 26,Classification,1,4/21/2022,2598,"[0.94, 0.82, 0.78]",Liberty Mutual
2516,Model 26,Classification,2,4/21/2022,1987,"[0.77, 0.72, 0.89]",Liberty Mutual
2517,Model 26,Classification,3,4/21/2022,2619,"[0.92, 0.78, 0.9]",Liberty Mutual
2518,Model 26,Classification,1,4/22/2022,2601,"[0.78, 0.85, 0.74]",Liberty Mutual
2519,Model 26,Classification,2,4/22/2022,4652,"[0.72, 0.87, 0.88]",Liberty Mutual
2520,Model 26,Classification,3,4/22/2022,3615,"[0.74, 0.83, 0.72]",Liberty Mutual
2521,Model 26,Classification,1,4/23/2022,3856,"[0.75, 0.72, 0.81]",Liberty Mutual
2522,Model 26,Classification,2,4/23/2022,3512,"[0.73, 0.76, 0.84]",Liberty Mutual
2523,Model 26,Classification,3,4/23/2022,4657,"[0.9, 0.83, 0.94]",Liberty Mutual
2524,Model 26,Classification,1,4/24/2022,4151,"[0.76, 0.71, 0.84]",Liberty Mutual
2525,Model 26,Classification,2,4/24/2022,1815,"[0.91, 0.74, 0.77]",Liberty Mutual
2526,Model 26,Classification,3,4/24/2022,4205,"[0.93, 0.88, 0.92]",Liberty Mutual
2527,Model 26,Classification,1,4/25/2022,1457,"[0.92, 0.91, 0.93]",Liberty Mutual
2528,Model 26,Classification,2,4/25/2022,1092,"[0.81, 0.7, 0.83]",Liberty Mutual
2529,Model 26,Classification,3,4/25/2022,3234,"[0.77, 0.83, 0.72]",Liberty Mutual
2530,Model 27,Regression,2,4/8/2022,3501,0.22,Nationwide
2531,Model 27,Regression,2,4/9/2022,4391,3.09,Nationwide
2532,Model 27,Regression,2,4/10/2022,1707,4.97,Nationwide
2533,Model 27,Regression,2,4/11/2022,2073,1.79,Nationwide
2534,Model 27,Regression,2,4/12/2022,1509,0.51,Nationwide
2535,Model 27,Regression,2,4/13/2022,4702,3.69,Nationwide
2536,Model 27,Regression,2,4/14/2022,4073,2.14,Nationwide
2537,Model 27,Regression,2,4/15/2022,2298,1.82,Nationwide
2538,Model 27,Regression,2,4/16/2022,3282,3.65,Nationwide
2539,Model 27,Regression,2,4/17/2022,2865,4.36,Nationwide
2540,Model 27,Regression,2,4/18/2022,4746,2,Nationwide
2541,Model 27,Regression,2,4/19/2022,4905,0.61,Nationwide
2542,Model 27,Regression,2,4/20/2022,2795,0.76,Nationwide
2543,Model 27,Regression,2,4/21/2022,2687,3.99,Nationwide
2544,Model 27,Regression,2,4/22/2022,3970,0.8,Nationwide
2545,Model 27,Regression,2,4/23/2022,4648,2.65,Nationwide
2546,Model 27,Regression,2,4/24/2022,2989,0.85,Nationwide
2547,Model 27,Regression,2,4/25/2022,1779,1.54,Nationwide
2548,Model 27,Regression,2,4/26/2022,4381,4.42,Nationwide
2549,Model 27,Regression,2,4/27/2022,2954,4.81,Nationwide
2550,Model 27,Regression,2,4/28/2022,4353,0.44,Nationwide
2551,Model 27,Regression,2,4/29/2022,1357,1.69,Nationwide
2552,Model 27,Regression,2,4/30/2022,4185,1.03,Nationwide
2553,Model 27,Regression,2,5/1/2022,3625,4.85,Nationwide
2554,Model 27,Regression,2,5/2/2022,2589,4.08,Nationwide
2555,Model 27,Regression,2,5/3/2022,4323,1.33,Nationwide
2556,Model 27,Regression,2,5/4/2022,3551,1.05,Nationwide
2557,Model 27,Regression,2,5/5/2022,3687,2.3,Nationwide
2558,Model 27,Regression,2,5/6/2022,3239,2.03,Nationwide
2559,Model 27,Regression,2,5/7/2022,1335,3.1,Nationwide
2560,Model 27,Regression,2,5/8/2022,4453,1.97,Nationwide
2561,Model 27,Regression,2,5/9/2022,1168,2.82,Nationwide
2562,Model 27,Regression,2,5/10/2022,1769,3.02,Nationwide
2563,Model 27,Regression,2,5/11/2022,3391,1.07,Nationwide
2564,Model 27,Regression,2,5/12/2022,1550,0.73,Nationwide
2565,Model 27,Regression,2,5/13/2022,1163,3.49,Nationwide
2566,Model 27,Regression,2,5/14/2022,2288,2.66,Nationwide
2567,Model 27,Regression,2,5/15/2022,4365,4.51,Nationwide
2568,Model 27,Regression,2,5/16/2022,2598,2.11,Nationwide
2569,Model 27,Regression,2,5/17/2022,1207,2.5,Nationwide
2570,Model 27,Regression,2,5/18/2022,2578,4.93,Nationwide
2571,Model 27,Regression,2,5/19/2022,4792,1.06,Nationwide
2572,Model 27,Regression,2,5/20/2022,4958,3.43,Nationwide
2573,Model 27,Regression,2,5/21/2022,3106,4.25,Nationwide
2574,Model 27,Regression,2,5/22/2022,1777,3.47,Nationwide
2575,Model 27,Regression,2,5/23/2022,2656,3.2,Nationwide
2576,Model 27,Regression,2,5/24/2022,2587,1.94,Nationwide
2577,Model 27,Regression,2,5/25/2022,1934,1.29,Nationwide
2578,Model 27,Regression,2,5/26/2022,4208,1.53,Nationwide
2579,Model 27,Regression,2,5/27/2022,1836,1.68,Nationwide
2580,Model 27,Regression,2,5/28/2022,1098,4.2,Nationwide
2581,Model 27,Regression,2,5/29/2022,2263,2.32,Nationwide
2582,Model 27,Regression,2,5/30/2022,2147,0.62,Nationwide
2583,Model 27,Regression,2,5/31/2022,1481,1.52,Nationwide
2584,Model 27,Regression,2,6/1/2022,1291,0.5,Nationwide
2585,Model 27,Regression,2,6/2/2022,3507,4.69,Nationwide
2586,Model 27,Regression,2,6/3/2022,1876,0.45,Nationwide
2587,Model 27,Regression,2,6/4/2022,1416,2.29,Nationwide
2588,Model 27,Regression,2,6/5/2022,1123,4.76,Nationwide
2589,Model 27,Regression,2,6/6/2022,2211,1.34,Nationwide
2590,Model 27,Regression,2,6/7/2022,1473,4.91,Nationwide
2591,Model 27,Regression,2,6/8/2022,1779,2.14,Nationwide
2592,Model 27,Regression,2,6/9/2022,2440,2.37,Nationwide
2593,Model 27,Regression,2,6/10/2022,1542,3.35,Nationwide
2594,Model 27,Regression,2,6/11/2022,1004,2.18,Nationwide
2595,Model 27,Regression,2,6/12/2022,2886,3.95,Nationwide
2596,Model 27,Regression,2,6/13/2022,4673,1.98,Nationwide
2597,Model 27,Regression,2,6/14/2022,3186,0.84,Nationwide
2598,Model 27,Regression,2,6/15/2022,4283,1.79,Nationwide
2599,Model 27,Regression,2,6/16/2022,2925,1.75,Nationwide
2600,Model 27,Regression,2,6/17/2022,3807,2.21,Nationwide
2601,Model 27,Regression,2,6/18/2022,3441,0.29,Nationwide
2602,Model 27,Regression,2,6/19/2022,4219,3.77,Nationwide
2603,Model 27,Regression,2,6/20/2022,1342,2.54,Nationwide
2604,Model 27,Regression,2,6/21/2022,3372,2.23,Nationwide
2605,Model 27,Regression,2,6/22/2022,2437,2.14,Nationwide
2606,Model 27,Regression,2,6/23/2022,4006,1.36,Nationwide
2607,Model 27,Regression,2,6/24/2022,1248,3.97,Nationwide
2608,Model 28,Classification,2,8/6/2022,4500,"[0.81, 0.84, 0.8]",Liberty Mutual
2609,Model 28,Classification,3,8/6/2022,2473,"[0.73, 0.93, 0.72]",Liberty Mutual
2610,Model 28,Classification,2,8/7/2022,2707,"[0.8, 0.71, 0.83]",Liberty Mutual
2611,Model 28,Classification,3,8/7/2022,1427,"[0.82, 0.95, 0.72]",Liberty Mutual
2612,Model 28,Classification,2,8/8/2022,1941,"[0.81, 0.85, 0.76]",Liberty Mutual
2613,Model 28,Classification,3,8/8/2022,1636,"[0.74, 0.86, 0.86]",Liberty Mutual
2614,Model 28,Classification,2,8/9/2022,2475,"[0.94, 0.89, 0.78]",Liberty Mutual
2615,Model 28,Classification,3,8/9/2022,3343,"[0.94, 0.72, 0.85]",Liberty Mutual
2616,Model 28,Classification,2,8/10/2022,1550,"[0.87, 0.81, 0.94]",Liberty Mutual
2617,Model 28,Classification,3,8/10/2022,1783,"[0.84, 0.75, 0.89]",Liberty Mutual
2618,Model 28,Classification,2,8/11/2022,1819,"[0.92, 0.71, 0.77]",Liberty Mutual
2619,Model 28,Classification,3,8/11/2022,3692,"[0.76, 0.9, 0.81]",Liberty Mutual
2620,Model 28,Classification,2,8/12/2022,2356,"[0.85, 0.72, 0.87]",Liberty Mutual
2621,Model 28,Classification,3,8/12/2022,3587,"[0.75, 0.71, 0.91]",Liberty Mutual
2622,Model 28,Classification,2,8/13/2022,4513,"[0.79, 0.73, 0.79]",Liberty Mutual
2623,Model 28,Classification,3,8/13/2022,4724,"[0.87, 0.82, 0.8]",Liberty Mutual
2624,Model 28,Classification,2,8/14/2022,2604,"[0.93, 0.82, 0.9]",Liberty Mutual
2625,Model 28,Classification,3,8/14/2022,4229,"[0.73, 0.7, 0.88]",Liberty Mutual
2626,Model 28,Classification,2,8/15/2022,1950,"[0.72, 0.9, 0.91]",Liberty Mutual
2627,Model 28,Classification,3,8/15/2022,4622,"[0.75, 0.94, 0.77]",Liberty Mutual
2628,Model 28,Classification,2,8/16/2022,3079,"[0.71, 0.86, 0.9]",Liberty Mutual
2629,Model 28,Classification,3,8/16/2022,1602,"[0.82, 0.71, 0.81]",Liberty Mutual
2630,Model 28,Classification,2,8/17/2022,4052,"[0.92, 0.7, 0.79]",Liberty Mutual
2631,Model 28,Classification,3,8/17/2022,4548,"[0.91, 0.7, 0.73]",Liberty Mutual
2632,Model 28,Classification,2,8/18/2022,4334,"[0.94, 0.73, 0.85]",Liberty Mutual
2633,Model 28,Classification,3,8/18/2022,2069,"[0.73, 0.72, 0.72]",Liberty Mutual
2634,Model 28,Classification,2,8/19/2022,4603,"[0.81, 0.93, 0.91]",Liberty Mutual
2635,Model 28,Classification,3,8/19/2022,3890,"[0.91, 0.86, 0.85]",Liberty Mutual
2636,Model 28,Classification,2,8/20/2022,4051,"[0.82, 0.94, 0.88]",Liberty Mutual
2637,Model 28,Classification,3,8/20/2022,2896,"[0.71, 0.72, 0.91]",Liberty Mutual
2638,Model 28,Classification,2,8/21/2022,3966,"[0.83, 0.92, 0.86]",Liberty Mutual
2639,Model 28,Classification,3,8/21/2022,2697,"[0.81, 0.75, 0.78]",Liberty Mutual
2640,Model 28,Classification,2,8/22/2022,1636,"[0.73, 0.93, 0.71]",Liberty Mutual
2641,Model 28,Classification,3,8/22/2022,2006,"[0.9, 0.82, 0.8]",Liberty Mutual
2642,Model 28,Classification,2,8/23/2022,2507,"[0.7, 0.81, 0.83]",Liberty Mutual
2643,Model 28,Classification,3,8/23/2022,2947,"[0.72, 0.95, 0.75]",Liberty Mutual
2644,Model 28,Classification,2,8/24/2022,4266,"[0.78, 0.76, 0.9]",Liberty Mutual
2645,Model 28,Classification,3,8/24/2022,2543,"[0.92, 0.86, 0.74]",Liberty Mutual
2646,Model 28,Classification,2,8/25/2022,1774,"[0.95, 0.92, 0.81]",Liberty Mutual
2647,Model 28,Classification,3,8/25/2022,3491,"[0.79, 0.91, 0.88]",Liberty Mutual
2648,Model 28,Classification,2,8/26/2022,4047,"[0.74, 0.91, 0.83]",Liberty Mutual
2649,Model 28,Classification,3,8/26/2022,1927,"[0.86, 0.88, 0.7]",Liberty Mutual
2650,Model 28,Classification,2,8/27/2022,1976,"[0.8, 0.87, 0.82]",Liberty Mutual
2651,Model 28,Classification,3,8/27/2022,3994,"[0.76, 0.79, 0.87]",Liberty Mutual
2652,Model 28,Classification,2,8/28/2022,2505,"[0.92, 0.76, 0.78]",Liberty Mutual
2653,Model 28,Classification,3,8/28/2022,1757,"[0.79, 0.73, 0.83]",Liberty Mutual
2654,Model 28,Classification,2,8/29/2022,2934,"[0.92, 0.88, 0.92]",Liberty Mutual
2655,Model 28,Classification,3,8/29/2022,1888,"[0.8, 0.78, 0.91]",Liberty Mutual
2656,Model 28,Classification,2,8/30/2022,4037,"[0.77, 0.8, 0.89]",Liberty Mutual
2657,Model 28,Classification,3,8/30/2022,1271,"[0.92, 0.74, 0.88]",Liberty Mutual
2658,Model 28,Classification,2,8/31/2022,3742,"[0.87, 0.78, 0.78]",Liberty Mutual
2659,Model 28,Classification,3,8/31/2022,4014,"[0.9, 0.85, 0.78]",Liberty Mutual
2660,Model 28,Classification,2,9/1/2022,1722,"[0.82, 0.76, 0.87]",Liberty Mutual
2661,Model 28,Classification,3,9/1/2022,2773,"[0.76, 0.91, 0.92]",Liberty Mutual
2662,Model 28,Classification,2,9/2/2022,4411,"[0.82, 0.86, 0.73]",Liberty Mutual
2663,Model 28,Classification,3,9/2/2022,2898,"[0.94, 0.79, 0.82]",Liberty Mutual
2664,Model 28,Classification,2,9/3/2022,4702,"[0.93, 0.73, 0.81]",Liberty Mutual
2665,Model 28,Classification,3,9/3/2022,3711,"[0.93, 0.79, 0.79]",Liberty Mutual
2666,Model 28,Classification,2,9/4/2022,3704,"[0.89, 0.87, 0.9]",Liberty Mutual
2667,Model 28,Classification,3,9/4/2022,1820,"[0.93, 0.87, 0.78]",Liberty Mutual
2668,Model 28,Classification,2,9/5/2022,4039,"[0.87, 0.78, 0.71]",Liberty Mutual
2669,Model 28,Classification,3,9/5/2022,4386,"[0.95, 0.9, 0.84]",Liberty Mutual
2670,Model 28,Classification,2,9/6/2022,1404,"[0.77, 0.86, 0.92]",Liberty Mutual
2671,Model 28,Classification,3,9/6/2022,4533,"[0.91, 0.78, 0.71]",Liberty Mutual
2672,Model 28,Classification,2,9/7/2022,4495,"[0.82, 0.78, 0.82]",Liberty Mutual
2673,Model 28,Classification,3,9/7/2022,1750,"[0.75, 0.73, 0.88]",Liberty Mutual
2674,Model 28,Classification,2,9/8/2022,4312,"[0.72, 0.94, 0.83]",Liberty Mutual
2675,Model 28,Classification,3,9/8/2022,3034,"[0.76, 0.9, 0.8]",Liberty Mutual
2676,Model 28,Classification,2,9/9/2022,1366,"[0.89, 0.76, 0.77]",Liberty Mutual
2677,Model 28,Classification,3,9/9/2022,4553,"[0.77, 0.71, 0.94]",Liberty Mutual
2678,Model 28,Classification,2,9/10/2022,2286,"[0.78, 0.8, 0.88]",Liberty Mutual
2679,Model 28,Classification,3,9/10/2022,1088,"[0.95, 0.94, 0.72]",Liberty Mutual
2680,Model 28,Classification,2,9/11/2022,1452,"[0.83, 0.87, 0.8]",Liberty Mutual
2681,Model 28,Classification,3,9/11/2022,1265,"[0.93, 0.95, 0.72]",Liberty Mutual
2682,Model 28,Classification,2,9/12/2022,4139,"[0.73, 0.85, 0.72]",Liberty Mutual
2683,Model 28,Classification,3,9/12/2022,1209,"[0.72, 0.75, 0.89]",Liberty Mutual
2684,Model 28,Classification,2,9/13/2022,1477,"[0.78, 0.88, 0.89]",Liberty Mutual
2685,Model 28,Classification,3,9/13/2022,1174,"[0.82, 0.86, 0.89]",Liberty Mutual
2686,Model 28,Classification,2,9/14/2022,4199,"[0.79, 0.95, 0.87]",Liberty Mutual
2687,Model 28,Classification,3,9/14/2022,3448,"[0.78, 0.85, 0.83]",Liberty Mutual
2688,Model 28,Classification,2,9/15/2022,1391,"[0.89, 0.93, 0.92]",Liberty Mutual
2689,Model 28,Classification,3,9/15/2022,1450,"[0.73, 0.82, 0.86]",Liberty Mutual
2690,Model 28,Classification,2,9/16/2022,3768,"[0.94, 0.89, 0.95]",Liberty Mutual
2691,Model 28,Classification,3,9/16/2022,3845,"[0.76, 0.8, 0.86]",Liberty Mutual
2692,Model 28,Classification,2,9/17/2022,4599,"[0.72, 0.77, 0.86]",Liberty Mutual
2693,Model 28,Classification,3,9/17/2022,4774,"[0.81, 0.79, 0.9]",Liberty Mutual
2694,Model 28,Classification,2,9/18/2022,3883,"[0.93, 0.73, 0.72]",Liberty Mutual
2695,Model 28,Classification,3,9/18/2022,4744,"[0.86, 0.71, 0.79]",Liberty Mutual
2696,Model 28,Classification,2,9/19/2022,3327,"[0.82, 0.88, 0.86]",Liberty Mutual
2697,Model 28,Classification,3,9/19/2022,4719,"[0.74, 0.83, 0.72]",Liberty Mutual
2698,Model 28,Classification,2,9/20/2022,3378,"[0.78, 0.75, 0.76]",Liberty Mutual
2699,Model 28,Classification,3,9/20/2022,2254,"[0.77, 0.84, 0.9]",Liberty Mutual
2700,Model 28,Classification,2,9/21/2022,2877,"[0.8, 0.95, 0.93]",Liberty Mutual
2701,Model 28,Classification,3,9/21/2022,1777,"[0.79, 0.81, 0.88]",Liberty Mutual
2702,Model 28,Classification,2,9/22/2022,2919,"[0.86, 0.83, 0.91]",Liberty Mutual
2703,Model 28,Classification,3,9/22/2022,4837,"[0.92, 0.77, 0.76]",Liberty Mutual
2704,Model 28,Classification,2,9/23/2022,3476,"[0.75, 0.78, 0.92]",Liberty Mutual
2705,Model 28,Classification,3,9/23/2022,1269,"[0.91, 0.71, 0.9]",Liberty Mutual
